Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt
1321,Rade Krunić\Rade-Krunic,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,5,54,15,27.8,1.75,0.49,0.09,0.33,0,0,0
1322,Max Kruse\Max-Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,31.5,11,84,37,44,2.67,1.18,0.1,0.22,2,3,3
1323,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,0,6,2,33.3,0.46,0.15,0,0,0,0,0
1324,Yuya Kubo\Yuya-Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,15.1,1,31,11,35.5,2.06,0.73,0.03,0.09,0,0,0
1325,Juraj Kucka\Juraj-Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,4,24,8,33.3,1.41,0.47,0.13,0.38,0,1,1
1326,Dejan Kulusevski\Dejan-Kulusevski,se SWE,DFMF,Atalanta,it Serie A,18,2000,1.2,0,2,1,50,1.71,0.86,0,0,0,0,0
1327,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,0,30,7,23.3,1.41,0.33,0,0,1,0,0
1328,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,29,1989,28.4,6,63,14,22.2,2.22,0.49,0.1,0.43,9,0,0
1329,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,11.2,1,7,2,28.6,0.62,0.18,0.14,0.5,0,0,0
1330,Rafał Kurzawa\Rafal-Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,2.7,1,2,1,50,0.75,0.38,0.5,1,0,0,0
1331,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,4.7,2,11,7,63.6,2.33,1.48,0.18,0.29,1,0,0
1332,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,0,5,0,0,0.22,0,0,,0,0,0
1333,Grejohn Kyei\Grejohn-Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0,0,0,0,,0,0,,,0,0,0
1334,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Empoli,it Serie A,22,1996,12.1,2,30,9,30,2.48,0.74,0.07,0.22,0,0,0
1335,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,eng Premier League,27,1991,4.5,0,5,0,0,1.11,0,0,,0,0,0
1336,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1,0,1,0,0,1,0,0,,0,0,0
1337,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,32.2,11,86,30,34.9,2.67,0.93,0.13,0.37,0,0,0
1338,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,13,81,28,34.6,2.91,1.01,0.16,0.46,1,0,0
1339,Alban Lafont\Alban-Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,0,0,0,,0,0,,,0,0,0
1340,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36,1,16,5,31.3,0.44,0.14,0.06,0.2,1,0,0
1341,Abdou Lahat Diakhate\Abdou-Lahat-Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0,0,0,0,,0,0,,,0,0,0
1342,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,20.8,1,14,5,35.7,0.67,0.24,0.07,0.2,0,0,0
1343,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,3.9,0,10,2,20,2.55,0.51,0,0,0,0,0
1344,Kenny Lala\Kenny-Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34,5,21,9,42.9,0.62,0.26,0.19,0.44,3,1,2
1345,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,5.2,0,5,2,40,0.96,0.38,0,0,0,0,0
1346,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,10.8,4,29,11,37.9,2.68,1.02,0.14,0.36,1,0,0
1347,Mohamed Lamine Diaby\Mohamed-Lamine-Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,0,2,0,0,1.11,0,0,,0,0,0
1348,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,3,9,3,33.3,0.51,0.17,0.33,1,0,0,0
1349,Michael Lang\Michael-Lang,ch SUI,DF,M'gladbach,de Bundesliga,27,1991,13.9,1,9,3,33.3,0.65,0.22,0.11,0.33,0,0,0
1350,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,0,6,1,16.7,0.38,0.06,0,0,0,0,0
1351,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,1,11,4,36.4,1.44,0.52,0.09,0.25,3,0,0
1352,Gianluca Lapadula\Gianluca-Lapadula,it ITA,FWMF,Genoa,it Serie A,28,1990,4.5,1,24,5,20.8,5.35,1.11,0.04,0.2,1,0,0
1353,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,24,1994,34,3,27,7,25.9,0.79,0.21,0.11,0.43,0,0,0
1354,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,1,11,4,36.4,0.32,0.12,0.09,0.25,0,0,0
1355,Johan Larsson\Johan-Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1,0,0,0,,0,0,,,0,0,0
1356,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,6,64,20,31.3,2.35,0.73,0.09,0.3,1,0,1
1357,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,0,10,1,10,0.33,0.03,0,0,0,0,0
1358,Paul Lasne\Paul-Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,2,24,8,33.3,1.21,0.4,0.08,0.25,0,0,0
1359,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,20,1997,3,0,2,0,0,0.67,0,0,,0,0,0
1360,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,0,35,7,20,1.69,0.34,0,0,1,0,0
1361,Alexandre Lauray\Alexandre-Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,0,0,0,,0,0,,,0,0,0
1362,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0,0,0,0,,0,0,,,0,0,0
1363,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,0,2,1,50,0.2,0.1,0,0,0,0,0
1364,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,0,11,1,9.1,0.33,0.03,0,0,0,0,0
1365,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,0,6,3,50,0.83,0.41,0,0,0,0,0
1366,Miguel Layún\Miguel-Layun,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,0,12,2,16.7,2.13,0.36,0,0,2,0,0
1367,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,30.5,3,21,8,38.1,0.69,0.26,0.14,0.38,3,0,0
1368,Darko Lazović\Darko-Lazovic,rs SRB,MFDF,Genoa,it Serie A,27,1990,28.2,3,40,9,22.5,1.42,0.32,0.08,0.33,3,0,0
1369,Manuel Lazzari\Manuel-Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,31.5,0,37,5,13.5,1.17,0.16,0,0,0,0,0
1370,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,1,4,2,50,1.76,0.88,0,0,0,1,1
1371,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25,0,4,0,0,0.16,0,0,,0,0,0
1372,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,0,5,0,0,1.58,0,0,,0,0,0
1373,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,3,30,13,43.3,0.96,0.42,0.1,0.23,0,0,0
1374,James Lea Siliki\James-Lea-Siliki,fr FRA,MFFW,Rennes,fr Ligue 1,22,1996,13.6,0,21,3,14.3,1.55,0.22,0,0,1,0,0
1375,Rafael Leão\Rafael-Leao,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,8,36,20,55.6,2.52,1.4,0.22,0.4,0,0,0
1376,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,10.5,2,21,8,38.1,2.01,0.77,0.1,0.25,0,0,0
1377,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,0,0,0,,0,0,,,0,0,0
1378,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,2,40,11,27.5,1.5,0.41,0.05,0.18,0,0,0
1379,Jordan Lefort\Jordan-Lefort,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,20,0,10,1,10,0.5,0.05,0,0,0,0,0
1380,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,11.8,3,29,8,27.6,2.46,0.68,0.1,0.38,0,0,0
1381,Tim Leibold\Tim-Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,0,28,5,17.9,0.91,0.16,0,0,3,0,1
1382,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,0,15,2,13.3,0.68,0.09,0,0,1,0,0
1383,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,0,6,2,33.3,0.51,0.17,0,0,0,0,0
1384,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,0,0,0,,0,0,,,0,0,0
1385,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,Atlético Madrid,es La Liga,22,1995,20.2,2,26,11,42.3,1.29,0.54,0.08,0.18,1,0,0
1386,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,1,27,4,14.8,1.51,0.22,0.04,0.25,0,0,0
1387,Mauricio Lemos\Mauricio-Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2,0,0,0,,0,0,,,0,0,0
1388,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,1,6,2,33.3,0.28,0.09,0.17,0.5,0,0,0
1389,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Burnley,eng Premier League,31,1987,13.5,1,4,2,50,0.3,0.15,0.25,0.5,0,0,0
1390,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,0,0,0,,0,0,,,0,0,0
1391,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,31,1986,4.7,1,7,2,28.6,1.48,0.42,0.14,0.5,0,0,0
1392,Sergio León\Sergio-Leon,es ESP,FWMF,Betis,es La Liga,29,1989,7.1,0,13,2,15.4,1.83,0.28,0,0,0,0,0
1393,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,0,12,3,25,0.83,0.21,0,0,0,0,0
1394,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,1,16,5,31.3,1.28,0.4,0.06,0.2,0,0,0
1395,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Chievo,it Serie A,20,1998,17.9,0,29,6,20.7,1.62,0.34,0,0,0,0,0
1396,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,2,33,8,24.2,1.19,0.29,0.06,0.25,0,0,0
1397,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,22,138,49,35.5,4.2,1.49,0.14,0.39,5,3,4
1398,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5,0,0,0,,0,0,,,0,0,0
1399,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16,4,30,12,40,1.87,0.75,0.13,0.33,0,0,0
1400,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,0,1,0,0,0.1,0,0,,0,0,0
1401,Dimitri Liénard\Dimitri-Lienard,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,14.3,0,23,7,30.4,1.6,0.49,0,0,5,0,0
1402,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,0,3,0,0,0.44,0,0,,0,0,0
1403,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,27.7,0,21,3,14.3,0.76,0.11,0,0,5,0,0
1404,Anthony Limbombe\Anthony-Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,1,43,12,27.9,3.13,0.87,0.02,0.08,1,0,0
1405,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,1,7,1,14.3,0.24,0.03,0.14,1,0,0,0
1406,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,3,35,14,40,1.26,0.5,0.09,0.21,0,0,0
1407,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,25,1992,18.5,4,31,12,38.7,1.68,0.65,0.1,0.25,0,1,1
1408,Pol Lirola\Pol-Lirola,es ESP,DFMF,Sassuolo,it Serie A,20,1997,33.1,2,16,3,18.8,0.48,0.09,0.13,0.67,0,0,0
1409,Adem Ljajić\Adem-Ljajic,rs SRB,FW,Torino,it Serie A,26,1991,0.3,0,2,1,50,6,3,0,0,0,0,0
1410,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,0,7,1,14.3,0.36,0.05,0,0,1,0,0
1411,Fernando Llorente\Fernando-Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,1,23,5,21.7,2.98,0.65,0.04,0.2,0,0,0
1412,Marcos Llorente\Marcos-Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,6,0,2,2,100,0.33,0.33,0,0,0,0,0
1413,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33,0,0,0,,0,0,,,0,0,0
1414,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,0,0,0,,0,0,,,0,0,0
1415,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Betis,es La Liga,22,1996,26.6,9,62,25,40.3,2.33,0.94,0.11,0.28,2,2,4
1416,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,0,11,2,18.2,0.4,0.07,0,0,0,0,0
1417,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,eng Premier League,24,1993,13.7,2,26,9,34.6,1.89,0.66,0.08,0.22,1,0,0
1418,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,2,31,7,22.6,1.51,0.34,0.06,0.29,0,0,0
1419,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,22,1996,11.1,6,27,8,29.6,2.43,0.72,0.22,0.75,0,0,0
1420,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,0,6,2,33.3,0.64,0.21,0,0,0,0,0
1421,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,0,1,0,0,0.18,0,0,,0,0,0
1422,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,eng Premier League,31,1987,14.1,5,30,9,30,2.12,0.64,0.17,0.56,0,0,0
1423,Samuele Longo\Samuele-Longo,it ITA,FWMF,Huesca,es La Liga,26,1992,6.2,1,12,6,50,1.94,0.97,0.08,0.17,0,0,0
1424,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,1,8,2,25,1.05,0.26,0.13,0.5,0,0,0
1425,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Everton,eng Premier League,20,1997,6.9,0,12,3,25,1.75,0.44,0,0,0,0,0
1426,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34,0,0,0,,0,0,,,0,0,0
1427,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,fr Ligue 1,22,1995,20.5,2,53,23,43.4,2.58,1.12,0.04,0.09,6,0,0
1428,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,es La Liga,34,1983,5.2,0,2,1,50,0.39,0.19,0,0,0,0,0
1429,Alejandro López\Alejandro-Lopez,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,0,1,0,0,0.8,0,0,,0,0,0
1430,Cristian López\Cristian-Lopez,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,2,11,3,27.3,2.66,0.73,0.18,0.67,0,0,1
1431,David López\David-Lopez,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,0,11,2,18.2,0.54,0.1,0,0,0,0,0
1432,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,36,1981,38,0,0,0,,0,0,,,0,0,0
1433,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,0,7,1,14.3,0.32,0.05,0,0,0,0,0
1434,Lluis López\Lluis-Lopez,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,0,1,1,100,0.17,0.17,0,0,0,0,0
1435,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,1,13,4,30.8,0.54,0.17,0.08,0.25,1,0,0
1436,Pau López\Pau-Lopez,es ESP,GK,Betis,es La Liga,23,1994,33,0,0,0,,0,0,,,0,0,0
1437,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,18,2000,0.3,0,0,0,,0,0,,,0,0,0
1438,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,22,1995,3.6,0,4,2,50,1.1,0.55,0,0,0,0,0
1439,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,0,0,0,,0,0,,,0,0,0
1440,Albert Lottin\Albert-Lottin,fr FRA,MFFW,Bordeaux,fr Ligue 1,16,2001,0.2,0,0,0,,0,0,,,0,0,0
1441,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,fr Ligue 1,19,1999,1,0,1,0,0,1.02,0,0,,0,0,0
1442,Davor Lovren\Davor-Lovren,hr CRO,MFFW,Düsseldorf,de Bundesliga,19,1998,0.5,0,1,1,100,1.96,1.96,0,0,0,0,0
1443,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,11,1,6,1,16.7,0.55,0.09,0.17,1,0,0,0
1444,Chris Löwe\Chris-Lowe,de GER,DFMF,Huddersfield,eng Premier League,29,1989,22.9,0,18,6,33.3,0.79,0.26,0,0,1,0,0
1445,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,18,3,37,13,35.1,2.05,0.72,0.08,0.23,6,0,0
1446,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,0,5,0,0,0.26,0,0,,0,0,0
1447,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,25,1993,8.1,0,24,10,41.7,2.96,1.23,0,0,0,0,0
1448,Derrick Luckassen\Derrick-Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,0,0,0,,0,0,,,0,0,0
1449,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,23,1995,34.9,1,14,3,21.4,0.4,0.09,0.07,0.33,1,0,0
1450,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,31,1987,35.5,12,61,27,44.3,1.72,0.76,0.15,0.33,1,3,5
1451,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,1,7,3,42.9,0.28,0.12,0.14,0.33,0,0,0
1452,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,2,11,6,54.5,0.49,0.27,0.18,0.33,0,0,0
1453,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,5.6,0,3,1,33.3,0.53,0.18,0,0,0,0,0
1454,David Luiz\David-Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36,3,33,8,24.2,0.92,0.22,0.09,0.38,9,0,0
1455,Douglas Luiz\Douglas-Luiz,br BRA,MF,Girona,es La Liga,20,1998,16.6,0,16,0,0,0.97,0,0,,0,0,0
1456,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,30,1988,3.5,0,2,0,0,0.57,0,0,,0,0,0
1457,Jordan Lukaku\Jordan-Lukaku,be BEL,MFDF,Lazio,it Serie A,24,1994,1.9,0,0,0,,0,0,,,0,0,0
1458,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,12,59,33,55.9,2.49,1.39,0.2,0.36,0,0,0
1459,Dodi Lukebakio\Dodi-Lukebakio,cd COD,FWMF,Düsseldorf,de Bundesliga,20,1997,21.9,10,51,27,52.9,2.33,1.23,0.12,0.22,0,4,6
1460,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,21,1996,11,2,10,4,40,0.91,0.36,0.2,0.5,0,0,0
1461,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,32,1986,32.5,4,28,9,32.1,0.86,0.28,0.14,0.44,0,0,0
1462,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,27,1991,14,0,3,1,33.3,0.21,0.07,0,0,0,0,0
1463,Andriy Lunin\Andriy-Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,0,0,0,,0,0,,,0,0,0
1464,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,21,1996,8.1,0,3,0,0,0.37,0,0,,0,0,0
1465,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,DFMF,Hertha BSC,de Bundesliga,30,1988,24.1,0,1,0,0,0.04,0,0,,0,0,0
1466,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,0,0,0,,0,0,,,0,0,0
1467,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,21,1997,1,0,0,0,,0,0,,,0,0,0
1468,Lyanco\Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,12.4,1,8,2,25,0.64,0.16,0.13,0.5,0,0,0
1469,Hervé Lybohy\Herve-Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,16.4,2,3,2,66.7,0.18,0.12,0.67,1,0,0,0
1470,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,9.2,0,7,2,28.6,0.76,0.22,0,0,2,0,0
1471,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,36.2,0,14,2,14.3,0.39,0.06,0,0,0,0,0
1472,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Udinese,it Serie A,25,1993,5.1,0,18,3,16.7,3.5,0.58,0,0,0,0,0
1473,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,21,1996,31.5,7,82,27,32.9,2.61,0.86,0.07,0.22,14,1,2
1474,Gary Madine\Gary-Madine,eng ENG,FWMF,Cardiff City,eng Premier League,27,1990,0.4,0,0,0,,0,0,,,0,0,0
1475,Pablo Maffeo\Pablo-Maffeo,es ESP,DFMF,Stuttgart,de Bundesliga,21,1997,6.6,0,4,1,25,0.6,0.15,0,0,0,0,0
1476,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,1984,20.7,0,9,0,0,0.44,0,0,,0,0,0
1477,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,16.8,0,2,0,0,0.12,0,0,,0,0,0
1478,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,28.8,3,29,11,37.9,1.01,0.38,0.1,0.27,0,0,0
1479,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,27,1991,14.9,7,54,24,44.4,3.62,1.61,0.13,0.29,1,0,1
1480,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,21,1997,11.3,0,2,1,50,0.18,0.09,0,0,0,0,0
1481,Raffaele Maiello\Raffaele-Maiello,it ITA,MF,Frosinone,it Serie A,27,1991,22.7,0,9,2,22.2,0.4,0.09,0,0,0,0,0
1482,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,19,1999,22.9,0,21,6,28.6,0.92,0.26,0,0,0,0,0
1483,Domenico Maietta\Domenico-Maietta,it ITA,DF,Empoli,it Serie A,35,1982,19,0,7,2,28.6,0.37,0.11,0,0,0,0,0
1484,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,38,0,0,0,,0,0,,,0,0,0
1485,Linton Maina\Linton-Maina,de GER,MFFW,Hannover 96,de Bundesliga,19,1999,15.7,1,23,2,8.7,1.46,0.13,0.04,0.5,0,0,0
1486,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,11,1,6,3,50,0.55,0.27,0.17,0.33,0,0,0
1487,Josh Maja\Josh-Maja,ng NGA,FWMF,Bordeaux,fr Ligue 1,19,1998,2.2,1,5,2,40,2.27,0.91,0.2,0.5,0,0,0
1488,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Nantes,fr Ligue 1,26,1991,25,5,37,14,37.8,1.48,0.56,0.11,0.29,0,1,1
1489,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,20,1998,11.4,1,13,5,38.5,1.14,0.44,0.08,0.2,0,0,0
1490,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,23,1995,35.7,1,35,7,20,0.98,0.2,0.03,0.14,0,0,0
1491,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,26,1991,15.3,0,2,1,50,0.13,0.07,0,0,0,0,0
1492,Malcom\Malcom,br BRA,FWDF,Barcelona,es La Liga,21,1997,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,0,0,0
